"","x"
"1190","RT @girlposts: donald trump: I didn't say that 

the internet: https://t.co/LROTcim5sj"
"1191","RT @MEPFuller: Today seems like a good day to reup this little video on Trump talking about his views on women with Howard Stern:
https://t"
"1192","RT @PrivilegeMeans: Trump strengthens his sexist #BodyShaming and racist microaggressions in last night's debate https://t.co/gcoft28Feu
ht"
"1193","RT @nadine_elsayed: When you photoshop Donald Trump's lips onto his eyes he literally looks exactly the same #debatenight https://t.co/XyEB"
"1194","RT @linnyitssn: Whenever Donald Trump attacks @Rosie I will point out how she donated 1 Million Dollar to 9/11 victims while Trump stole 15"
"1195","RT @jerryspringer: Hillary Clinton belongs in the White House. Donald Trump belongs on my show."
"1196","RT @PolitiFact: Trump says top Clinton advisers ""were pressing"" birther movement stories ""very hard."" False. https://t.co/GB8gSpCujT https:"
"1197","RT @seinfeId: donald trump: I didn't say that 

the internet: https://t.co/WrTHriXLgV"
"1198","RT @girlhoodposts: Donald Trump when he hasn't mentioned Mexico or Isis in 2 minutes #debatenight https://t.co/BBcdX0Cbix"
"1199","@sunnynodak Donald Trump has stiffed hundreds of small business owners telling them he'll ruin them if they sue him. He's not on your side."
"1200","RT @jerryspringer: Hillary Clinton belongs in the White House. Donald Trump belongs on my show."
"1201","NYT deleted this headline
""Donald Trump Defends Personal Criticism of a Miss Universe Pageant Winner""
@nyt_diff
https://t.co/ZVemm4aLTx"
"1202","RT @realDonaldTrump: Thank you for your endorsement, @GovernorSununu. #MAGA 
https://t.co/8BEeQPsuyd"
"1203","RT @shins4dayys_: there MANY reasons so dislike Trisha Paytas, one of them being she fully supports Donald Trump"
"1204","RT @nowthisnews: Fact check: Every time Donald Trump said ""I didn't say that,"" he actually did say that. https://t.co/3cmJXed65J"
"1205","RT @VeliaBellissima: @medlas @tonyschwartz Exactly. https://t.co/EoyH2YppkF"
"1206","RT @dcexaminer: Ted Cruz offers to help Donald Trump prepare for the next debate https://t.co/z95BlvQW57 https://t.co/fUKSVCEzf3"
"1207","RT @cnni: Ted Cruz says he is ""happy to help"" Donald Trump's campaign https://t.co/WQr3BjMTzp https://t.co/AU8V0A1K9x"
"1208","RT @HillaryClinton: ""I never said that."" Donald Trump, who said that. #debatenight https://t.co/6T8qV2HCbL"
"1209","NYPD fact-checks Donald Trumps debate claims on crime https://t.co/IbnyRY8bXW https://t.co/1BEDNpdeQa"
"1210","RT @HillaryClinton: Donald Trump called her ""Miss Piggy"" and ""Miss Housekeeping.""

Her name is Alicia Machado. #DebateNight https://t.co/0w"
"1211","RT @levie: To Donald Trump's son who has computers and is so good with computers that it's unbelievable: we're hiring in Silicon Valley!"
"1212","Thank you for your endorsement, @GovernorSununu. #MAGA 
 https://t.co/eDsypGk5YA by @realDonaldTrump via @c0nvey"
"1213","RT @PolitiFact: NEW TONIGHT: At first debate, Trump claims, again, that he was against war in Iraq. But that's False. https://t.co/t5cH1ter"
"1214","RT @jerryspringer: Hillary Clinton belongs in the White House. Donald Trump belongs on my show."
"1215","RT @jerryspringer: Hillary Clinton belongs in the White House. Donald Trump belongs on my show."
"1216","RT @seinfeId: donald trump: I didn't say that 

the internet: https://t.co/WrTHriXLgV"
"1217","RT @girlposts: donald trump: I didn't say that 

the internet: https://t.co/LROTcim5sj"
"1218","RT @JoeBiden: Tonight, @HillaryClinton proved she is ready to be President  and Donald Trump proved he is not. #debatenight https://t.co/Z"
"1219","RT @CavemanReacts: Donald Trump's debate notes https://t.co/qbqmXQGflR"
"1220","RT @rebuiltbones: i just can't believe donald trump is .. a real person? running for president? i keep thinking this is fake and will go aw"
"1221","RT @seinfeId: donald trump: I didn't say that 

the internet: https://t.co/WrTHriXLgV"
"1222","RT @_Makada_: Lester Holt asked Donald Trump six follow-up questions, did not ask ANY of Crooked Hillary. #TrumpWon 

https://t.co/O54U9Q0v"
"1223","RT @NiggaCommentary: #debatenight 

hillary: i-

donald trump: china, mexico. build that wall!

hillary: https://t.co/t0YwcfYIMw"
"1224","RT @nowthisnews: Fact check: Every time Donald Trump said ""I didn't say that,"" he actually did say that. https://t.co/3cmJXed65J"
"1225","RT @BuzzFeedNews: Clinton: ""Donald thinks [climate change is] a hoax perpetuated by the Chinese""

Trump: ""I did not say that

2012 tweet:"
"1226","RT @jerryspringer: Hillary Clinton belongs in the White House. Donald Trump belongs on my show."
"1227","RT @seinfeId: donald trump: I didn't say that 

the internet: https://t.co/WrTHriXLgV"
"1228","RT @jerryspringer: Hillary Clinton belongs in the White House. Donald Trump belongs on my show."
"1229","Donald trump wants to devalue the U.S. dollar from his mouth to our ears. Check out the first presidential... https://t.co/7zngWuNr9x"
"1230","RT @camilacabello97: the fact that Donald trump is being taken seriously into consideration for being president is terrifying."
"1231","RT @jerryspringer: Hillary Clinton belongs in the White House. Donald Trump belongs on my show."
"1232","RT @nadine_elsayed: When you photoshop Donald Trump's lips onto his eyes he literally looks exactly the same #debatenight https://t.co/XyEB"
"1233","RT @CNNPolitics: Marco Rubio: Donald Trump's ""numbers don't add up"" on Social Security https://t.co/QxqBj6oMmx #GOPDebate https://t.co/ZpcF"
"1234","RT @washingtonpost: Mark Cuban slams Donald Trump: Not paying taxes is greedy, not ""smart"" https://t.co/3pF7P46Eff"
"1235","RT @BrentBozell: 1/11 Lester Holt asked Donald Trump about his taxes and then challenged him on his answer. #TTT16 #Debate"
"1236","RT @girlposts: donald trump: I didn't say that 

the internet: https://t.co/LROTcim5sj"
"1237","RT @tommychong: Donald Trump's only job in this election is to elect the first woman president. Love trumps hate."
"1238","RT @Johnatsrs1949: Pollster that has Predicted Elections accurately for years places Donald J Trump at 292 Electoral Votes #debates   
http"
"1239","RT @tptoochillhill: Ok for real tho on a mature level id love someone to explain why they like Donald trump.. Seriously"
"1240","RT @CNN: Clinton zings Trump: Anybody who complains about the microphone is not having a good night https://t.co/Ea6UiEGtyF https://t.co/"
"1241","RT @realDonaldTrump: Thank you for your endorsement, @GovernorSununu. #MAGA 
https://t.co/8BEeQPsuyd"
"1242","RT @dasementbweller: Donald Trump is to Ronald Reagan as Kylo Ren is to Darth Vader"
"1243","RT @The700Level: If Donald Trump were the GM of the Sixers https://t.co/7wyJZcBMRM by @AUgetoffmygold"
"1244","RT @nowthisnews: Fact check: Every time Donald Trump said ""I didn't say that,"" he actually did say that. https://t.co/3cmJXed65J"
"1245","RT @Drewpac19: Who ever thinks Donald Trump is racist I do not only consider as completely ignorant, but mentally consumed by the media & s"
"1246","Late-night roasts Trump after debate: 'His head doesn't have room for facts' https://t.co/oRT3zeFSHl"
"1247","RT @ramkumars: #Clinton was very clear, concise, & to the point!!! #Trump wasn't unfortunately. Probably not prepared @CNNPolitics https://"
"1248","RT @chancetherapper: Dear God, the words law & order shouldn't strike so much fear in my heart as a law abiding citizen but I am so damn sc"
"1249","RT @NRO: .@DavidAFrench responds to last night's #debatenight: https://t.co/ByfTzf7apV"
"1250","RT @riotwomennn: Hillary Clinton proved Donald Trump lies every few minutes ... we can't keep up w them.   Here's another   #SheWon   https"
"1251","RT @jonallendc: Donald Trump has given us the worst debate performance by any major-party nominee since the advent of television."
"1252","RT @WORLDSTARC0MEDY: Donald Trump's debate notes https://t.co/wYZ3vzSaKC"
"1253","RT @TimBlotzFOX9: So far Hillary Clinton leads internet searches over Donald Trump during the debates, according to Google Trends. https://"
"1254","RT @joshunlitdun: hey listen you might be a lil but of a loser but at least you don't make fan accounts for donald trump"
"1255","RT @HillaryClinton: ""I never said that."" Donald Trump, who said that. #debatenight https://t.co/6T8qV2HCbL"
"1256","RT @seinfeId: donald trump: I didn't say that 

the internet: https://t.co/WrTHriXLgV"
"1257","RT @HillaryClinton: Donald Trump called her ""Miss Piggy"" and ""Miss Housekeeping.""

Her name is Alicia Machado. #DebateNight https://t.co/0w"
"1258","RT @seinfeId: donald trump: I didn't say that 

the internet: https://t.co/WrTHriXLgV"
"1259","RT @ComedyCentral: Whats the difference between fact-checking Hillary Clinton and fact-checking Donald Trump? #DailyShow
https://t.co/tSkJ"
"1260","RT @HillaryClinton: ""I never said that."" Donald Trump, who said that. #debatenight https://t.co/6T8qV2HCbL"
"1261","RT @TheDailyShow: Donald Trump repeatedly boasts about his properties during his first debate with Hillary Clinton. https://t.co/ewerrcCY1I"
"1262","RT @oooobear: #Debates2016 

Donald Trump: ""You said TPP was the gold standard.""

Hillary Clinton: ""No, I didn't.""

Nov. 15, 2012:
https://"
"1263","RT @HillaryClinton: Donald Trump called her ""Miss Piggy"" and ""Miss Housekeeping.""

Her name is Alicia Machado. #DebateNight https://t.co/0w"
"1264","RT @VeraTaylor7: 'True blue-collar billionaire Donald Trump shows Hillary Clinton is out of... https://t.co/ECwIFzcotR by @Canine_Rights vi"
"1265","RT @NotJoshEarnest: ""Hillary Clinton never interrupted Donald Trump""

Fact-Check: TRUE! But that's because Lester Holt did it for her"
"1266","Mike Pence breaks with Donald Trump, says human activity affects both the climate and the... https://t.co/4x1MZgd9Um by @AP via @c0nvey"
"1267","RT @stefcutter: Speechless on this one, just speechless.Shamed and Angry: The Beauty Contestant Donald Trump Mocked for Her Weight https://"
"1268","RT @AP: Mike Pence breaks with Donald Trump, says human activity affects both the climate and the environment. https://t.co/KDTRlBMRGM @sba"
"1269","RT @Shakestweetz: RT if you were happy to see Donald Trump demolished in the debate last night, and POSITIVELY GIDDY to see him demolished"
"1270","Trump Doubles Down On Nauseating Miss Universe Attack: 'She Gained A Massive Amount Of Weight' https://t.co/aHIIfV2a5J"
"1271","RT @whaddajokebruh: Donald Trump's debate notes https://t.co/ki9GvHtmbO"
"1272","RT @HillaryClinton: ""I never said that."" Donald Trump, who said that. #debatenight https://t.co/6T8qV2HCbL"
"1273","RT @keithboykin: Donald Trump said stop-and-frisk was not ruled unconstitutional. The US District Court said it was. https://t.co/eFPv0PZCx"
"1274","RT @iwanttolearn: Donald Trump's camp can't spin this. Donald Trump was a train wreck. Educated women who watched this will not vote for hi"
"1275","RT @HillaryClinton: Donald Trump called her ""Miss Piggy"" and ""Miss Housekeeping.""

Her name is Alicia Machado. #DebateNight https://t.co/0w"
"1276","Imagine if Donald Trump was a woman. You simply cant | Hadley Freeman | Opinion | The Guardian https://t.co/j9lnEF34Sm"
"1277","RT @MotherJones: Meet the guy Donald Trump would put in charge of protecting the environment https://t.co/w3nZKtGP34"
"1278","RT @jerryspringer: Hillary Clinton belongs in the White House. Donald Trump belongs on my show."
"1279","RT @billmckibben: Trump's position 'clarified': Climate change occurs 'naturally,' not because we've filled the atmosphere w/carbon https:/"
"1280","RT @Amelia_McClure: Donald Trump can't even tell the truth about why he was sniffing so much. https://t.co/4KVXKc0kq9 #donaldsownworld #deb"
"1281","RT @nowthisnews: Fact check: Every time Donald Trump said ""I didn't say that,"" he actually did say that. https://t.co/3cmJXed65J"
"1282","RT @stefcutter: Speechless on this one, just speechless.Shamed and Angry: The Beauty Contestant Donald Trump Mocked for Her Weight https://"
"1283","RT @onekade: Thread from a woman who watched as Donald Trump destroyed her town and left its residents poorer, after promising riches. http"
"1284","RT @CNN: Clinton zings Trump: Anybody who complains about the microphone is not having a good night https://t.co/Ea6UiEGtyF https://t.co/"
"1285","RT @CyclistBob: @BlogLiberally @JoeNBC As Stephanie Miller has said: Donald Trump is EVERY Republican after 4 drinks. Turn the Congress Blu"
"1286","RT @seinfeId: donald trump: I didn't say that 

the internet: https://t.co/WrTHriXLgV"
"1287","RT @HillaryClinton: Donald Trump called her ""Miss Piggy"" and ""Miss Housekeeping.""

Her name is Alicia Machado. #DebateNight https://t.co/0w"
"1288","RT @nowthisnews: Fact check: Every time Donald Trump said ""I didn't say that,"" he actually did say that. https://t.co/3cmJXed65J"
"1289","RT @kurteichenwald: For people trying to understand the difference between online troll polls and real polls: https://t.co/4yXTGXgbpX"
"1290","RT @MarkRuffalo: Out of his mind! Can't keep lies straight... Trump says he didn't call climate change a hoax https://t.co/Fdx7RUyaYO # via"
"1291","RT @seinfeId: donald trump: I didn't say that 

the internet: https://t.co/WrTHriXLgV"
"1292","RT @jerryspringer: Hillary Clinton belongs in the White House. Donald Trump belongs on my show."
"1293","RT @CNN: 5 times Donald Trump was live fact-checked during last night's debate https://t.co/bMvqhqDKcI https://t.co/Zarl1nuFAL"
"1294","RT @seinfeId: donald trump: I didn't say that 

the internet: https://t.co/WrTHriXLgV"
"1295","RT @TheDailyEdge: Trump TODAY: OK to call a woman ""Miss Piggy"" if she gains a little weight #MrPiggy #debate https://t.co/vmvqgnJjge https:"
"1296","RT @USAforTrump2016: Donald Trump is the LAW and ORDER candidate! #TrumpWon

If you see this, share it! #Trump2016 https://t.co/728mpBukjb"
"1297","RT @USAforTrump2016: Donald Trump is the LAW and ORDER candidate! #TrumpWon

If you see this, share it! #Trump2016 https://t.co/728mpBukjb"
"1298","RT @jerryspringer: Hillary Clinton belongs in the White House. Donald Trump belongs on my show."
"1299","RT @JoeBiden: Tonight, @HillaryClinton proved she is ready to be President  and Donald Trump proved he is not. #debatenight https://t.co/Z"
"1300","RT @Slate: Rudy Giuliani is really not helping Donald Trump right now: https://t.co/k0PLm1mtBb https://t.co/EHPjV1aGZy"
"1301","Day after debate, Clinton gloats and Trump fumes: As soon as the first debate of the 2016 presidential electi... https://t.co/bwf51OtOMQ"
"1302","RT @EduSamani: Obama tears Donald Trump in 40 seconds. 
#DebateNight #Debates2016 https://t.co/kjPW0utA62"
